article_name,published_year,author,domain,keyword,count,relative_frequency
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,mix,1,0.00018950161076369148
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,mixed,1,0.00018950161076369148
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,mladeć,1,0.00018950161076369148
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,modality,1,0.00018950161076369148
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,mode,1,0.00018950161076369148
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,model,10,0.0018950161076369148
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,modern,134,0.02539321584233466
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Behavior/Archaeology,modernity,1,0.00018950161076369148
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,modernlike,1,0.00018950161076369148
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,modulation,1,0.00018950161076369148
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,month,1,0.00018950161076369148
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,morphological,1,0.00018950161076369148
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,morphology,5,0.0009475080538184574
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,morphosyntax,1,0.00018950161076369148
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,mother,1,0.00018950161076369148
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,motivation,2,0.00037900322152738296
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,motor,3,0.0005685048322910744
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,mouse,1,0.00018950161076369148
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Behavior/Archaeology,mousterian,3,0.0005685048322910744
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,mouth,2,0.00037900322152738296
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,move,1,0.00018950161076369148
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,movement,1,0.00018950161076369148
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,mtdna,1,0.00018950161076369148
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,muierii,1,0.00018950161076369148
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,multimodal,1,0.00018950161076369148
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,multiple,1,0.00018950161076369148
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,multiply,1,0.00018950161076369148
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,muscle,1,0.00018950161076369148
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,muscular,1,0.00018950161076369148
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,music,2,0.00037900322152738296
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,musical,2,0.00037900322152738296
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Genetics,mutation,5,0.0009475080538184574
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,myth,3,0.0005685048322910744
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,nakedness,1,0.00018950161076369148
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,name,1,0.00018950161076369148
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,nariokotome,1,0.00018950161076369148
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,narrow,2,0.00037900322152738296
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,natural,3,0.0005685048322910744
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,nature,4,0.0007580064430547659
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,neadertal,2,0.00037900322152738296
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,neandertal,113,0.021413682016297137
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,neandertalmodern,1,0.00018950161076369148
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,neanderthalensis,1,0.00018950161076369148
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,near,3,0.0005685048322910744
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,necessarily,2,0.00037900322152738296
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,necessary,3,0.0005685048322910744
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,need,6,0.0011370096645821489
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,neglect,2,0.00037900322152738296
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,neocortex,1,0.00018950161076369148
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,neolithic,2,0.00037900322152738296
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,neonate,3,0.0005685048322910744
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,nervous,1,0.00018950161076369148
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,network,1,0.00018950161076369148
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,neurocognition,3,0.0005685048322910744
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,neuron,1,0.00018950161076369148
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,neurophysiological,1,0.00018950161076369148
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,neutral,1,0.00018950161076369148
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,neve,1,0.00018950161076369148
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,new,9,0.0017055144968732233
On the antiquity of language the reinterpretation of Neandertal linguistic capacities and its conse.pdf,2013,Dediu and Levinson,Other/General,newly,1,0.00018950161076369148
